Uniprot Entry	Rep1	Rep2
>sp|Q9GZV5|WWTR1_HUMAN WW domain-containing transcription regulator protein 1 OS=Homo sapiens GN=WWTR1 PE=1 SV=1	0.30	6.17
>sp|Q9UJ68-5|MSRA_HUMAN Isoform 5 of Mitochondrial peptide methionine sulfoxide reductase OS=Homo sapiens GN=MSRA	38.63	112.14
>sp|Q96MF7|NSE2_HUMAN E3 SUMO-protein ligase NSE2 OS=Homo sapiens GN=NSMCE2 PE=1 SV=2	3.72	4.22
>sp|P32456|GBP2_HUMAN Interferon-induced guanylate-binding protein 2 OS=Homo sapiens GN=GBP2 PE=1 SV=3	3.11	3.41
>sp|Q9Y5Y6|ST14_HUMAN Suppressor of tumorigenicity 14 protein OS=Homo sapiens GN=ST14 PE=1 SV=2	26.45	34.67
>sp|Q9NV35|NUD15_HUMAN Probable 8-oxo-dGTP diphosphatase NUDT15 OS=Homo sapiens GN=NUDT15 PE=1 SV=1	8.88	53.04
>sp|Q9UJC3|HOOK1_HUMAN Protein Hook homolog 1 OS=Homo sapiens GN=HOOK1 PE=1 SV=2	15.35	13.61
>sp|P29350|PTN6_HUMAN Tyrosine-protein phosphatase non-receptor type 6 OS=Homo sapiens GN=PTPN6 PE=1 SV=1	7.10	2.56
>sp|P29350-2|PTN6_HUMAN Isoform 3 of Tyrosine-protein phosphatase non-receptor type 6 OS=Homo sapiens GN=PTPN6	7.74	2.79
>sp|Q13901|C1D_HUMAN Nuclear nucleic acid-binding protein C1D OS=Homo sapiens GN=C1D PE=1 SV=1	0.91	3.81
>sp|O75843|AP1G2_HUMAN AP-1 complex subunit gamma-like 2 OS=Homo sapiens GN=AP1G2 PE=1 SV=1	66.23	46.86
>sp|Q9BSF4|CS052_HUMAN Uncharacterized protein C19orf52 OS=Homo sapiens GN=C19orf52 PE=1 SV=2	53.06	23.72
>sp|Q9BYB4|GNB1L_HUMAN Guanine nucleotide-binding protein subunit beta-like protein 1 OS=Homo sapiens GN=GNB1L PE=1 SV=2	17.47	20.88
>sp|O43353|RIPK2_HUMAN Receptor-interacting serine/threonine-protein kinase 2 OS=Homo sapiens GN=RIPK2 PE=1 SV=2	1.76	4.37
>sp|Q9Y3A2|UTP11_HUMAN Probable U3 small nucleolar RNA-associated protein 11 OS=Homo sapiens GN=UTP11L PE=1 SV=2	20.17	61.68
>sp|Q9H6H4|REEP4_HUMAN Receptor expression-enhancing protein 4 OS=Homo sapiens GN=REEP4 PE=1 SV=1	20.20	34.01
>sp|Q6FIF0-2|ZFAN6_HUMAN Isoform 2 of AN1-type zinc finger protein 6 OS=Homo sapiens GN=ZFAND6	0.94	11.22
>sp|P49662|CASP4_HUMAN Caspase-4 OS=Homo sapiens GN=CASP4 PE=1 SV=1	18.63	45.61
>sp|Q9NRN9|METL5_HUMAN Methyltransferase-like protein 5 OS=Homo sapiens GN=METTL5 PE=1 SV=1	20.03	32.96
>sp|P51617-2|IRAK1_HUMAN Isoform 2 of Interleukin-1 receptor-associated kinase 1 OS=Homo sapiens GN=IRAK1	4.06	2.53
>sp|Q86UY6|NAA40_HUMAN N-alpha-acetyltransferase 40 OS=Homo sapiens GN=NAA40 PE=2 SV=1	2.46	0.57
>sp|Q8NBM8|PCYXL_HUMAN Prenylcysteine oxidase-like OS=Homo sapiens GN=PCYOX1L PE=1 SV=2	2.64	4.45
>sp|O14639-2|ABLM1_HUMAN Isoform 2 of Actin-binding LIM protein 1 OS=Homo sapiens GN=ABLIM1	33.42	33.99
>sp|Q8IWC1|MA7D3_HUMAN MAP7 domain-containing protein 3 OS=Homo sapiens GN=MAP7D3 PE=1 SV=2	1.96	7.99
>sp|Q9Y6Q9-5|NCOA3_HUMAN Isoform 5 of Nuclear receptor coactivator 3 OS=Homo sapiens GN=NCOA3	9.89	64.02
>sp|Q9H8G2|CAAP1_HUMAN Caspase activity and apoptosis inhibitor 1 OS=Homo sapiens GN=CAAP1 PE=1 SV=2	5.68	8.32
>sp|O43427-2|FIBP_HUMAN Isoform Short of Acidic fibroblast growth factor intracellular-binding protein OS=Homo sapiens GN=FIBP	6.69	1.72
>sp|Q13613|MTMR1_HUMAN Myotubularin-related protein 1 OS=Homo sapiens GN=MTMR1 PE=1 SV=4	5.02	19.67
>sp|Q9UK99|FBX3_HUMAN F-box only protein 3 OS=Homo sapiens GN=FBXO3 PE=1 SV=3	11.46	13.50
>sp|Q9Y3I1|FBX7_HUMAN F-box only protein 7 OS=Homo sapiens GN=FBXO7 PE=1 SV=1	75.61	12.73
>sp|Q9P1Y5|CAMP3_HUMAN Calmodulin-regulated spectrin-associated protein 3 OS=Homo sapiens GN=CAMSAP3 PE=1 SV=2	1.94	2.08
>sp|Q8TB36|GDAP1_HUMAN Ganglioside-induced differentiation-associated protein 1 OS=Homo sapiens GN=GDAP1 PE=1 SV=3	3.31	11.05
>sp|Q9BUR4|WAP53_HUMAN Telomerase Cajal body protein 1 OS=Homo sapiens GN=WRAP53 PE=1 SV=1	4.69	2.35
>sp|O75586|MED6_HUMAN Mediator of RNA polymerase II transcription subunit 6 OS=Homo sapiens GN=MED6 PE=1 SV=2	13.40	11.20
">sp|Q9Y375|CIA30_HUMAN Complex I intermediate-associated protein 30, mitochondrial OS=Homo sapiens GN=NDUFAF1 PE=1 SV=2"	8.20	8.41
">sp|Q6DKK2|TTC19_HUMAN Tetratricopeptide repeat protein 19, mitochondrial OS=Homo sapiens GN=TTC19 PE=1 SV=4"	1.15	4.19
>sp|Q5W0V3|F16B1_HUMAN Protein FAM160B1 OS=Homo sapiens GN=FAM160B1 PE=2 SV=1	17.92	23.69
">sp|P35558|PCKGC_HUMAN Phosphoenolpyruvate carboxykinase, cytosolic [GTP] OS=Homo sapiens GN=PCK1 PE=1 SV=3"	30.34	47.67
>sp|Q9UL45|BL1S6_HUMAN Biogenesis of lysosome-related organelles complex 1 subunit 6 OS=Homo sapiens GN=BLOC1S6 PE=1 SV=1	13.88	5.85
>sp|Q9UKV5|AMFR_HUMAN E3 ubiquitin-protein ligase AMFR OS=Homo sapiens GN=AMFR PE=1 SV=2	3.67	6.75
>sp|Q9Y2I1-4|NISCH_HUMAN Isoform 4 of Nischarin OS=Homo sapiens GN=NISCH	21.16	2.27
>sp|O00268|TAF4_HUMAN Transcription initiation factor TFIID subunit 4 OS=Homo sapiens GN=TAF4 PE=1 SV=2	0.31	0.32
>sp|Q03468|ERCC6_HUMAN DNA excision repair protein ERCC-6 OS=Homo sapiens GN=ERCC6 PE=1 SV=1	0.11	2.41
>sp|O95544|NADK_HUMAN NAD kinase OS=Homo sapiens GN=NADK PE=1 SV=1	2.91	3.03
>sp|Q9BZ95-2|NSD3_HUMAN Isoform 2 of Histone-lysine N-methyltransferase NSD3 OS=Homo sapiens GN=WHSC1L1	0.94	0.15
>sp|Q96BH1|RNF25_HUMAN E3 ubiquitin-protein ligase RNF25 OS=Homo sapiens GN=RNF25 PE=1 SV=1	5.60	0.94
>sp|Q8TEB1|DCA11_HUMAN DDB1- and CUL4-associated factor 11 OS=Homo sapiens GN=DCAF11 PE=1 SV=1	3.83	6.44
>sp|Q96KM6|Z512B_HUMAN Zinc finger protein 512B OS=Homo sapiens GN=ZNF512B PE=1 SV=1	1.96	3.71
>sp|Q8IY17-2|PLPL6_HUMAN Isoform 2 of Neuropathy target esterase OS=Homo sapiens GN=PNPLA6	11.59	15.01
>sp|Q96PU4|UHRF2_HUMAN E3 ubiquitin-protein ligase UHRF2 OS=Homo sapiens GN=UHRF2 PE=1 SV=1	7.04	3.08
>sp|Q9Y4F5-2|K0284_HUMAN Isoform 2 of Protein KIAA0284 OS=Homo sapiens GN=KIAA0284	9.45	8.09
>sp|Q15058|KIF14_HUMAN Kinesin-like protein KIF14 OS=Homo sapiens GN=KIF14 PE=1 SV=1	7.65	4.50
>sp|Q5C9Z4|NOM1_HUMAN Nucleolar MIF4G domain-containing protein 1 OS=Homo sapiens GN=NOM1 PE=1 SV=1	5.79	6.91
>sp|Q6PCB5|RSBNL_HUMAN Round spermatid basic protein 1-like protein OS=Homo sapiens GN=RSBN1L PE=1 SV=2	0.85	1.84
>sp|Q9Y2I1|NISCH_HUMAN Nischarin OS=Homo sapiens GN=NISCH PE=1 SV=3	9.94	1.06
>sp|Q86W56|PARG_HUMAN Poly(ADP-ribose) glycohydrolase OS=Homo sapiens GN=PARG PE=1 SV=1	0.54	1.36
>sp|Q86YS7|K0528_HUMAN Uncharacterized protein KIAA0528 OS=Homo sapiens GN=KIAA0528 PE=1 SV=1	2.84	3.36
>sp|Q9HBM0|VEZA_HUMAN Vezatin OS=Homo sapiens GN=VEZT PE=1 SV=3	4.23	3.05
>sp|Q9BVA0|KTNB1_HUMAN Katanin p80 WD40 repeat-containing subunit B1 OS=Homo sapiens GN=KATNB1 PE=1 SV=1	6.18	6.19
>sp|Q9ULJ3|ZN295_HUMAN Zinc finger protein 295 OS=Homo sapiens GN=ZNF295 PE=1 SV=2	1.55	0.46
>sp|O75113|N4BP1_HUMAN NEDD4-binding protein 1 OS=Homo sapiens GN=N4BP1 PE=1 SV=4	2.66	3.06
>sp|P00519-2|ABL1_HUMAN Isoform IB of Tyrosine-protein kinase ABL1 OS=Homo sapiens GN=ABL1	0.62	0.75
>sp|Q9UK61-3|F208A_HUMAN Isoform 3 of Protein FAM208A OS=Homo sapiens GN=FAM208A	3.58	5.48
>sp|Q5VWQ8-4|DAB2P_HUMAN Isoform 4 of Disabled homolog 2-interacting protein OS=Homo sapiens GN=DAB2IP	2.32	1.70
>sp|Q03188|CENPC_HUMAN Centromere protein C 1 OS=Homo sapiens GN=CENPC1 PE=1 SV=2	0.83	0.84
>sp|Q70CQ2|UBP34_HUMAN Ubiquitin carboxyl-terminal hydrolase 34 OS=Homo sapiens GN=USP34 PE=1 SV=2	0.50	0.33
>sp|Q3L8U1-2|CHD9_HUMAN Isoform 2 of Chromodomain-helicase-DNA-binding protein 9 OS=Homo sapiens GN=CHD9	0.05	0.34
>sp|P29034|S10A2_HUMAN Protein S100-A2 OS=Homo sapiens GN=S100A2 PE=1 SV=3	123554.03	54136.07
>sp|Q6NZI2|PTRF_HUMAN Polymerase I and transcript release factor OS=Homo sapiens GN=PTRF PE=1 SV=1	2373.72	2459.14
>sp|P01024|CO3_HUMAN Complement C3 OS=Homo sapiens GN=C3 PE=1 SV=2	19.74	28.47
>sp|Q96AY3|FKB10_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP10 OS=Homo sapiens GN=FKBP10 PE=1 SV=1	95.81	134.02
>sp|P01008|ANT3_HUMAN Antithrombin-III OS=Homo sapiens GN=SERPINC1 PE=1 SV=1	25.48	24.57
>sp|P27105|STOM_HUMAN Erythrocyte band 7 integral membrane protein OS=Homo sapiens GN=STOM PE=1 SV=3	1411.83	1905.63
>sp|Q96B49|TOM6_HUMAN Mitochondrial import receptor subunit TOM6 homolog OS=Homo sapiens GN=TOMM6 PE=1 SV=1	410.31	153.66
>sp|O00515|LAD1_HUMAN Ladinin-1 OS=Homo sapiens GN=LAD1 PE=1 SV=2	472.88	457.70
">sp|P62875|RPAB5_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC5 OS=Homo sapiens GN=POLR2L PE=1 SV=1"	248.88	150.92
">sp|P15954|COX7C_HUMAN Cytochrome c oxidase subunit 7C, mitochondrial OS=Homo sapiens GN=COX7C PE=1 SV=1"	334.57	424.50
>sp|Q9UDW1|QCR9_HUMAN Cytochrome b-c1 complex subunit 9 OS=Homo sapiens GN=UQCR10 PE=1 SV=3	235.37	1236.03
">sp|Q02338|BDH_HUMAN D-beta-hydroxybutyrate dehydrogenase, mitochondrial OS=Homo sapiens GN=BDH1 PE=1 SV=3"	161.42	130.15
>sp|P50151|GBG10_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10 OS=Homo sapiens GN=GNG10 PE=1 SV=1	21.49	16.70
>sp|O00499-10|BIN1_HUMAN Isoform BIN1-13 of Myc box-dependent-interacting protein 1 OS=Homo sapiens GN=BIN1	3080.28	69.93
>sp|O00499|BIN1_HUMAN Myc box-dependent-interacting protein 1 OS=Homo sapiens GN=BIN1 PE=1 SV=1	2876.66	65.85
">sp|A8MXV4|NUD19_HUMAN Nucleoside diphosphate-linked moiety X motif 19, mitochondrial OS=Homo sapiens GN=NUDT19 PE=1 SV=1"	144.65	75.31
>sp|P07711|CATL1_HUMAN Cathepsin L1 OS=Homo sapiens GN=CTSL1 PE=1 SV=2	72.11	77.03
>sp|Q9UI14|PRAF1_HUMAN Prenylated Rab acceptor protein 1 OS=Homo sapiens GN=RABAC1 PE=1 SV=1	7.56	41.53
>sp|P62877|RBX1_HUMAN E3 ubiquitin-protein ligase RBX1 OS=Homo sapiens GN=RBX1 PE=1 SV=1	13.84	60.06
>sp|Q9UFN0|NPS3A_HUMAN Protein NipSnap homolog 3A OS=Homo sapiens GN=NIPSNAP3A PE=1 SV=2	13.85	38.27
>sp|P00395|COX1_HUMAN Cytochrome c oxidase subunit 1 OS=Homo sapiens GN=MT-CO1 PE=1 SV=1	112.81	199.08
>sp|Q9BSY4|CHCH5_HUMAN Coiled-coil-helix-coiled-coil-helix domain-containing protein 5 OS=Homo sapiens GN=CHCHD5 PE=1 SV=1	278.69	69.11
>sp|Q587I9|SFT2C_HUMAN Vesicle transport protein SFT2C OS=Homo sapiens GN=SFT2D3 PE=2 SV=1	22.71	17.26
>sp|Q9Y289|SC5A6_HUMAN Sodium-dependent multivitamin transporter OS=Homo sapiens GN=SLC5A6 PE=2 SV=2	15.76	27.89
>sp|Q6IAN0|DRS7B_HUMAN Dehydrogenase/reductase SDR family member 7B OS=Homo sapiens GN=DHRS7B PE=1 SV=2	63.43	47.58
>sp|Q96K37|S35E1_HUMAN Solute carrier family 35 member E1 OS=Homo sapiens GN=SLC35E1 PE=1 SV=2	24.81	1.70
>sp|Q9P0R6|GSKIP_HUMAN GSK3-beta interaction protein OS=Homo sapiens GN=GSKIP PE=1 SV=2	40.41	17.68
>sp|Q8WW59|SPRY4_HUMAN SPRY domain-containing protein 4 OS=Homo sapiens GN=SPRYD4 PE=1 SV=2	48.19	53.72
>sp|Q96S19|CP013_HUMAN UPF0585 protein C16orf13 OS=Homo sapiens GN=C16orf13 PE=1 SV=2	13.09	21.14
>sp|Q9H5V8|CDCP1_HUMAN CUB domain-containing protein 1 OS=Homo sapiens GN=CDCP1 PE=1 SV=3	35.45	25.86
>sp|Q96LJ7|DHRS1_HUMAN Dehydrogenase/reductase SDR family member 1 OS=Homo sapiens GN=DHRS1 PE=1 SV=1	16.75	52.72
>sp|Q9UGY1|NOL12_HUMAN Nucleolar protein 12 OS=Homo sapiens GN=NOL12 PE=1 SV=1	9.11	228.16
>sp|Q9H061|T126A_HUMAN Transmembrane protein 126A OS=Homo sapiens GN=TMEM126A PE=1 SV=1	57.13	2.48
>sp|Q8TCZ2|C99L2_HUMAN CD99 antigen-like protein 2 OS=Homo sapiens GN=CD99L2 PE=2 SV=1	21.99	38.11
>sp|Q3SXM5|HSDL1_HUMAN Inactive hydroxysteroid dehydrogenase-like protein 1 OS=Homo sapiens GN=HSDL1 PE=1 SV=3	3.46	16.08
>sp|Q9BQC3|DPH2_HUMAN Diphthamide biosynthesis protein 2 OS=Homo sapiens GN=DPH2 PE=1 SV=1	58.31	20.34
>sp|Q9UDY8|MALT1_HUMAN Mucosa-associated lymphoid tissue lymphoma translocation protein 1 OS=Homo sapiens GN=MALT1 PE=1 SV=1	5.72	4.55
">sp|Q9NZE8|RM35_HUMAN 39S ribosomal protein L35, mitochondrial OS=Homo sapiens GN=MRPL35 PE=2 SV=3"	16.31	85.48
>sp|Q16611|BAK_HUMAN Bcl-2 homologous antagonist/killer OS=Homo sapiens GN=BAK1 PE=1 SV=1	0.54	27.49
>sp|P03915|NU5M_HUMAN NADH-ubiquinone oxidoreductase chain 5 OS=Homo sapiens GN=MT-ND5 PE=1 SV=2	173.03	113.17
>sp|Q00536|CDK16_HUMAN Cyclin-dependent kinase 16 OS=Homo sapiens GN=CDK16 PE=1 SV=1	2.66	6.58
>sp|Q14145|KEAP1_HUMAN Kelch-like ECH-associated protein 1 OS=Homo sapiens GN=KEAP1 PE=1 SV=2	8.15	14.91
">sp|Q6NUM9|RETST_HUMAN All-trans-retinol 13,14-reductase OS=Homo sapiens GN=RETSAT PE=2 SV=2"	110.75	65.98
>sp|Q8NHG8|ZNRF2_HUMAN E3 ubiquitin-protein ligase ZNRF2 OS=Homo sapiens GN=ZNRF2 PE=1 SV=1	18.83	5.84
>sp|Q6QNY0|BL1S3_HUMAN Biogenesis of lysosome-related organelles complex 1 subunit 3 OS=Homo sapiens GN=BLOC1S3 PE=1 SV=1	29.90	36.31
>sp|Q9UBS8|RNF14_HUMAN E3 ubiquitin-protein ligase RNF14 OS=Homo sapiens GN=RNF14 PE=1 SV=1	43.96	49.20
>sp|P15408-3|FOSL2_HUMAN Isoform 3 of Fos-related antigen 2 OS=Homo sapiens GN=FOSL2	44.96	56.35
>sp|Q9BRS2|RIOK1_HUMAN Serine/threonine-protein kinase RIO1 OS=Homo sapiens GN=RIOK1 PE=1 SV=2	4.51	17.46
">sp|O43819|SCO2_HUMAN Protein SCO2 homolog, mitochondrial OS=Homo sapiens GN=SCO2 PE=1 SV=3"	12.07	71.61
>sp|Q9P0V3|SH3B4_HUMAN SH3 domain-binding protein 4 OS=Homo sapiens GN=SH3BP4 PE=1 SV=1	2.97	1.25
>sp|O15013-7|ARHGA_HUMAN Isoform 3 of Rho guanine nucleotide exchange factor 10 OS=Homo sapiens GN=ARHGEF10	18.46	32.51
>sp|Q9H477|RBSK_HUMAN Ribokinase OS=Homo sapiens GN=RBKS PE=1 SV=1	9.62	11.44
>sp|Q9H0U9|TSYL1_HUMAN Testis-specific Y-encoded-like protein 1 OS=Homo sapiens GN=TSPYL1 PE=1 SV=3	3.09	0.82
>sp|P10746|HEM4_HUMAN Uroporphyrinogen-III synthase OS=Homo sapiens GN=UROS PE=1 SV=1	15.42	20.44
>sp|O14733|MP2K7_HUMAN Dual specificity mitogen-activated protein kinase kinase 7 OS=Homo sapiens GN=MAP2K7 PE=1 SV=2	7.19	2.82
>sp|P41212|ETV6_HUMAN Transcription factor ETV6 OS=Homo sapiens GN=ETV6 PE=1 SV=1	0.98	2.74
>sp|Q9BQ70|TCF25_HUMAN Transcription factor 25 OS=Homo sapiens GN=TCF25 PE=1 SV=1	3.93	6.07
">sp|Q8WVM0|TFB1M_HUMAN Dimethyladenosine transferase 1, mitochondrial OS=Homo sapiens GN=TFB1M PE=1 SV=1"	27.03	33.84
>sp|Q9P1Y5-2|CAMP3_HUMAN Isoform 2 of Calmodulin-regulated spectrin-associated protein 3 OS=Homo sapiens GN=CAMSAP3	26.67	1.67
>sp|Q6IA69|NADE_HUMAN Glutamine-dependent NAD(+) synthetase OS=Homo sapiens GN=NADSYN1 PE=1 SV=3	13.47	12.59
>sp|P62380|TBPL1_HUMAN TATA box-binding protein-like protein 1 OS=Homo sapiens GN=TBPL1 PE=1 SV=1	7.22	9.73
>sp|P51692|STA5B_HUMAN Signal transducer and activator of transcription 5B OS=Homo sapiens GN=STAT5B PE=1 SV=2	14.34	4.20
>sp|Q9H1Z4|WDR13_HUMAN WD repeat-containing protein 13 OS=Homo sapiens GN=WDR13 PE=1 SV=2	5.77	19.79
>sp|Q75QN2|INT8_HUMAN Integrator complex subunit 8 OS=Homo sapiens GN=INTS8 PE=1 SV=1	8.31	5.72
>sp|Q8NCG7|DGLB_HUMAN Sn1-specific diacylglycerol lipase beta OS=Homo sapiens GN=DAGLB PE=1 SV=2	5.75	6.44
>sp|Q9H330-2|TM245_HUMAN Isoform 2 of Transmembrane protein 245 OS=Homo sapiens GN=TMEM245	7.08	5.25
">sp|Q8TAA5|GRPE2_HUMAN GrpE protein homolog 2, mitochondrial OS=Homo sapiens GN=GRPEL2 PE=1 SV=1"	6.35	13.82
>sp|Q9BXB5|OSB10_HUMAN Oxysterol-binding protein-related protein 10 OS=Homo sapiens GN=OSBPL10 PE=1 SV=2	23.34	16.83
>sp|Q53SF7-4|COBL1_HUMAN Isoform 4 of Cordon-bleu protein-like 1 OS=Homo sapiens GN=COBLL1	51.99	37.32
>sp|Q8NBL1|PGLT1_HUMAN Protein O-glucosyltransferase 1 OS=Homo sapiens GN=POGLUT1 PE=1 SV=1	22.38	29.78
>sp|Q9HAU0|PKHA5_HUMAN Pleckstrin homology domain-containing family A member 5 OS=Homo sapiens GN=PLEKHA5 PE=1 SV=1	18.60	13.51
">sp|Q9NP58-4|ABCB6_HUMAN Isoform 2 of ATP-binding cassette sub-family B member 6, mitochondrial OS=Homo sapiens GN=ABCB6"	3.55	5.67
>sp|Q15633-2|TRBP2_HUMAN Isoform 2 of RISC-loading complex subunit TARBP2 OS=Homo sapiens GN=TARBP2	2.86	2.74
>sp|Q9NUL7|DDX28_HUMAN Probable ATP-dependent RNA helicase DDX28 OS=Homo sapiens GN=DDX28 PE=2 SV=2	31.39	10.67
>sp|Q96IY1|NSL1_HUMAN Kinetochore-associated protein NSL1 homolog OS=Homo sapiens GN=NSL1 PE=1 SV=3	15.27	3.53
>sp|O95551|TYDP2_HUMAN Tyrosyl-DNA phosphodiesterase 2 OS=Homo sapiens GN=TDP2 PE=1 SV=1	5.59	0.52
>sp|P50548|ERF_HUMAN ETS domain-containing transcription factor ERF OS=Homo sapiens GN=ERF PE=1 SV=2	4.57	2.95
>sp|Q6NUQ1|RINT1_HUMAN RAD50-interacting protein 1 OS=Homo sapiens GN=RINT1 PE=1 SV=1	2.69	9.51
>sp|Q96AJ9-1|VTI1A_HUMAN Isoform 1 of Vesicle transport through interaction with t-SNAREs homolog 1A OS=Homo sapiens GN=VTI1A	3.02	8.11
>sp|Q86UL3|GPAT4_HUMAN Glycerol-3-phosphate acyltransferase 4 OS=Homo sapiens GN=AGPAT6 PE=1 SV=1	0.46	2.84
>sp|Q9Y5B0|CTDP1_HUMAN RNA polymerase II subunit A C-terminal domain phosphatase OS=Homo sapiens GN=CTDP1 PE=1 SV=3	5.01	3.75
>sp|Q9Y2L9-2|LRCH1_HUMAN Isoform 2 of Leucine-rich repeat and calponin homology domain-containing protein 1 OS=Homo sapiens GN=LRCH1	18.19	14.83
>sp|Q07617|SPAG1_HUMAN Sperm-associated antigen 1 OS=Homo sapiens GN=SPAG1 PE=1 SV=3	3.83	6.42
>sp|Q9NPI1|BRD7_HUMAN Bromodomain-containing protein 7 OS=Homo sapiens GN=BRD7 PE=1 SV=1	0.98	2.86
>sp|Q5K651|SAMD9_HUMAN Sterile alpha motif domain-containing protein 9 OS=Homo sapiens GN=SAMD9 PE=1 SV=1	6.72	3.61
>sp|Q96A73-2|P33MX_HUMAN Isoform 2 of Putative monooxygenase p33MONOX OS=Homo sapiens GN=KIAA1191	2.36	1.81
>sp|Q9GZN1|ARP6_HUMAN Actin-related protein 6 OS=Homo sapiens GN=ACTR6 PE=1 SV=1	7.76	3.42
>sp|Q7Z5J4|RAI1_HUMAN Retinoic acid-induced protein 1 OS=Homo sapiens GN=RAI1 PE=1 SV=2	23.25	1.60
>sp|Q7L8J4|3BP5L_HUMAN SH3 domain-binding protein 5-like OS=Homo sapiens GN=SH3BP5L PE=1 SV=1	1.68	13.04
>sp|Q9BWH6|RPAP1_HUMAN RNA polymerase II-associated protein 1 OS=Homo sapiens GN=RPAP1 PE=1 SV=3	14.02	5.40
>sp|Q8WUQ7|CATIN_HUMAN Cactin OS=Homo sapiens GN=CACTIN PE=1 SV=3	1.73	2.44
>sp|Q7Z392|TPC11_HUMAN Trafficking protein particle complex subunit 11 OS=Homo sapiens GN=TRAPPC11 PE=1 SV=2	5.02	20.23
>sp|Q14146|URB2_HUMAN Unhealthy ribosome biogenesis protein 2 homolog OS=Homo sapiens GN=URB2 PE=1 SV=2	6.38	6.73
>sp|P28715|ERCC5_HUMAN DNA repair protein complementing XP-G cells OS=Homo sapiens GN=ERCC5 PE=1 SV=3	1.14	4.70
>sp|Q96PZ2|F111A_HUMAN Protein FAM111A OS=Homo sapiens GN=FAM111A PE=2 SV=2	3.38	1.72
>sp|Q96JC1-2|VPS39_HUMAN Isoform 2 of Vam6/Vps39-like protein OS=Homo sapiens GN=VPS39	6.45	8.42
>sp|Q15326-3|ZMY11_HUMAN Isoform 3 of Zinc finger MYND domain-containing protein 11 OS=Homo sapiens GN=ZMYND11	0.61	3.27
>sp|O43149|ZZEF1_HUMAN Zinc finger ZZ-type and EF-hand domain-containing protein 1 OS=Homo sapiens GN=ZZEF1 PE=1 SV=6	1.36	4.59
>sp|Q8NI08|NCOA7_HUMAN Nuclear receptor coactivator 7 OS=Homo sapiens GN=NCOA7 PE=1 SV=2	3.39	6.88
>sp|Q9UKA4|AKA11_HUMAN A-kinase anchor protein 11 OS=Homo sapiens GN=AKAP11 PE=1 SV=1	0.20	0.14
>sp|Q92610|ZN592_HUMAN Zinc finger protein 592 OS=Homo sapiens GN=ZNF592 PE=1 SV=2	0.98	0.35
>sp|Q14999|CUL7_HUMAN Cullin-7 OS=Homo sapiens GN=CUL7 PE=1 SV=2	0.06	0.50
>sp|P21359|NF1_HUMAN Neurofibromin OS=Homo sapiens GN=NF1 PE=1 SV=2	3.56	0.99
>sp|Q86XA9|HTR5A_HUMAN HEAT repeat-containing protein 5A OS=Homo sapiens GN=HEATR5A PE=1 SV=2	1.17	0.47
>sp|P19971|TYPH_HUMAN Thymidine phosphorylase OS=Homo sapiens GN=TYMP PE=1 SV=2	122.39	132.37
>sp|P17516|AK1C4_HUMAN Aldo-keto reductase family 1 member C4 OS=Homo sapiens GN=AKR1C4 PE=1 SV=3	1131.40	875.86
>sp|P61457|PHS_HUMAN Pterin-4-alpha-carbinolamine dehydratase OS=Homo sapiens GN=PCBD1 PE=1 SV=2	350.92	378.27
>sp|P12830|CADH1_HUMAN Cadherin-1 OS=Homo sapiens GN=CDH1 PE=1 SV=3	248.03	102.39
>sp|A6NDJ8|RB43L_HUMAN Putative Rab-43-like protein ENSP00000330714 OS=Homo sapiens PE=5 SV=3	19.16	2.77
>sp|Q86YS6|RAB43_HUMAN Ras-related protein Rab-43 OS=Homo sapiens GN=RAB43 PE=1 SV=1	16.39	2.37
>sp|P01034|CYTC_HUMAN Cystatin-C OS=Homo sapiens GN=CST3 PE=1 SV=1	17.06	15.75
>sp|Q8N4H5|TOM5_HUMAN Mitochondrial import receptor subunit TOM5 homolog OS=Homo sapiens GN=TOMM5 PE=1 SV=1	315.02	661.78
>sp|Q9Y6M1-1|IF2B2_HUMAN Isoform 2 of Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens GN=IGF2BP2	367.39	240.37
>sp|Q9NZI8|IF2B1_HUMAN Insulin-like growth factor 2 mRNA-binding protein 1 OS=Homo sapiens GN=IGF2BP1 PE=1 SV=2	11.83	32.26
>sp|P04156-2|PRIO_HUMAN Isoform 2 of Major prion protein OS=Homo sapiens GN=PRNP	229.78	228.26
>sp|Q06033-2|ITIH3_HUMAN Isoform 2 of Inter-alpha-trypsin inhibitor heavy chain H3 OS=Homo sapiens GN=ITIH3	17.86	26.45
>sp|Q8NDH3|PEPL1_HUMAN Probable aminopeptidase NPEPL1 OS=Homo sapiens GN=NPEPL1 PE=1 SV=3	21.56	13.93
>sp|Q13643|FHL3_HUMAN Four and a half LIM domains protein 3 OS=Homo sapiens GN=FHL3 PE=1 SV=4	18.28	24.22
>sp|Q96BP2|CHCH1_HUMAN Coiled-coil-helix-coiled-coil-helix domain-containing protein 1 OS=Homo sapiens GN=CHCHD1 PE=1 SV=1	92.69	107.52
>sp|Q9Y2D5|AKAP2_HUMAN A-kinase anchor protein 2 OS=Homo sapiens GN=AKAP2 PE=1 SV=3	24.03	38.64
